quote,author,tags,searchable_text
"“My dear,Find what you love and let it kill you.Let it drain you of your all. Let it cling onto your back and weigh you down into eventual nothingness.Let it kill you and let it devour your remains.For all things will kill you, both slowly and fastly, but itâ€™s much better to be killed by a lover.~ Falsely yours”",Kinky Friedman,"['death', 'love']","Quote: “My dear,Find what you love and let it kill you.Let it drain you of your all. Let it cling onto your back and weigh you down into eventual nothingness.Let it kill you and let it devour your remains.For all things will kill you, both slowly and fastly, but itâ€™s much better to be killed by a lover.~ Falsely yours” Author: Kinky Friedman By: Kinky Friedman About: death Topic: death Theme: death About: love Topic: love Theme: love love quotes"
"“Happiness is having a large, loving, caring, close-knit family in another city.”",George Burns,"['family', 'happiness', 'humor']","Quote: “Happiness is having a large, loving, caring, close-knit family in another city.” Author: George Burns By: George Burns About: family Topic: family Theme: family About: happiness Topic: happiness Theme: happiness About: humor Topic: humor Theme: humor"
"“Don't order any of the faerie food,"" said Jace, looking at her over the top of his menu. ""It tends to make humans a little crazy. One minute you're munching a faerie plum, the next minute you're running naked down Madison Avenue with antlers on your head. Not,"" he added hastily, ""that this has ever happened to me.”","Cassandra Clare,","['cassandra-clare', 'city-of-bones', 'jace', 'mortal-instruments']","Quote: “Don't order any of the faerie food,"" said Jace, looking at her over the top of his menu. ""It tends to make humans a little crazy. One minute you're munching a faerie plum, the next minute you're running naked down Madison Avenue with antlers on your head. Not,"" he added hastily, ""that this has ever happened to me.” Author: Cassandra Clare, By: Cassandra Clare, About: cassandra-clare Topic: cassandra-clare Theme: cassandra-clare About: city-of-bones Topic: city-of-bones Theme: city-of-bones About: jace Topic: jace Theme: jace About: mortal-instruments Topic: mortal-instruments Theme: mortal-instruments"
"“More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.”","Roy T. Bennett,","['authentic-living', 'being-positive', 'blessed', 'compassion', 'hate', 'inspiration', 'inspirational', 'inspirational-quotes', 'judgment', 'less-more', 'life', 'life-purpose', 'life-quotes', 'living', 'love', 'mind', 'motivation', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'smile', 'smiles', 'spirituality', 'stress', 'stressed', 'worry', 'worrying']","Quote: “More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.” Author: Roy T. Bennett, By: Roy T. Bennett, About: authentic-living Topic: authentic-living Theme: authentic-living About: being-positive Topic: being-positive Theme: being-positive About: blessed Topic: blessed Theme: blessed About: compassion Topic: compassion Theme: compassion About: hate Topic: hate Theme: hate About: inspiration Topic: inspiration Theme: inspiration About: inspirational Topic: inspirational Theme: inspirational About: inspirational-quotes Topic: inspirational-quotes Theme: inspirational-quotes About: judgment Topic: judgment Theme: judgment About: less-more Topic: less-more Theme: less-more About: life Topic: life Theme: life About: life-purpose Topic: life-purpose Theme: life-purpose About: life-quotes Topic: life-quotes Theme: life-quotes About: living Topic: living Theme: living About: love Topic: love Theme: love About: mind Topic: mind Theme: mind About: motivation Topic: motivation Theme: motivation About: optimism Topic: optimism Theme: optimism About: optimistic Topic: optimistic Theme: optimistic About: positive Topic: positive Theme: positive About: positive-affirmation Topic: positive-affirmation Theme: positive-affirmation About: positive-life Topic: positive-life Theme: positive-life About: positive-thinking Topic: positive-thinking Theme: positive-thinking About: smile Topic: smile Theme: smile About: smiles Topic: smiles Theme: smiles About: spirituality Topic: spirituality Theme: spirituality About: stress Topic: stress Theme: stress About: stressed Topic: stressed Theme: stressed About: worry Topic: worry Theme: worry About: worrying Topic: worrying Theme: worrying love quotes"
“Nobody can hurt me without my permission.”,Mahatma Gandhi,"['fighting', 'hurt', 'inner-peace', 'peace', 'permission', 'strength', 'trial']",Quote: “Nobody can hurt me without my permission.” Author: Mahatma Gandhi By: Mahatma Gandhi About: fighting Topic: fighting Theme: fighting About: hurt Topic: hurt Theme: hurt About: inner-peace Topic: inner-peace Theme: inner-peace About: peace Topic: peace Theme: peace About: permission Topic: permission Theme: permission About: strength Topic: strength Theme: strength About: trial Topic: trial Theme: trial
“Don't judge each day by the harvest you reap but by the seeds that you plant.”,Robert Louis Stevenson,"['day', 'inspirational', 'judge', 'plant', 'reap', 'seed', 'seeds', 'sow']",Quote: “Don't judge each day by the harvest you reap but by the seeds that you plant.” Author: Robert Louis Stevenson By: Robert Louis Stevenson About: day Topic: day Theme: day About: inspirational Topic: inspirational Theme: inspirational About: judge Topic: judge Theme: judge About: plant Topic: plant Theme: plant About: reap Topic: reap Theme: reap About: seed Topic: seed Theme: seed About: seeds Topic: seeds Theme: seeds About: sow Topic: sow Theme: sow
"“Fire is catching! And if we burn, you burn with us!”","Suzanne Collins,",['mockingjay'],"Quote: “Fire is catching! And if we burn, you burn with us!” Author: Suzanne Collins, By: Suzanne Collins, About: mockingjay Topic: mockingjay Theme: mockingjay"
"“But I know, somehow, that only when it is dark enough can you see the stars.”","Martin Luther King, Jr.","['hope', 'inspirational']","Quote: “But I know, somehow, that only when it is dark enough can you see the stars.” Author: Martin Luther King, Jr. By: Martin Luther King, Jr. About: hope Topic: hope Theme: hope About: inspirational Topic: inspirational Theme: inspirational"
"“You are the answer to every prayer I've offered. You are a song, a dream, a whisper, and I don't know how I could have lived without you for as long as I have.”","Nicholas Sparks,",['love'],"Quote: “You are the answer to every prayer I've offered. You are a song, a dream, a whisper, and I don't know how I could have lived without you for as long as I have.” Author: Nicholas Sparks, By: Nicholas Sparks, About: love Topic: love Theme: love"
“I was never really insane except upon occasions when my heart was touched.”,Edgar Allan Poe,['inspiration'],Quote: “I was never really insane except upon occasions when my heart was touched.” Author: Edgar Allan Poe By: Edgar Allan Poe About: inspiration Topic: inspiration Theme: inspiration love quotes
"“Sometimes crying or laughing are the only options left, and laughing feels better right now.”","Veronica Roth,","['crying', 'laughter', 'options']","Quote: “Sometimes crying or laughing are the only options left, and laughing feels better right now.” Author: Veronica Roth, By: Veronica Roth, About: crying Topic: crying Theme: crying About: laughter Topic: laughter Theme: laughter About: options Topic: options Theme: options life quotes"
“What you seek is seeking you.”,Mawlana Jalal-al-Din Rumi,"['attraction', 'rumi', 'sufi']",Quote: “What you seek is seeking you.” Author: Mawlana Jalal-al-Din Rumi By: Mawlana Jalal-al-Din Rumi About: attraction Topic: attraction Theme: attraction About: rumi Topic: rumi Theme: rumi About: sufi Topic: sufi Theme: sufi
“It's not denial. I'm just selective about the reality I accept.”,Bill Watterson,['calvin-and-hobbes-reality'],Quote: “It's not denial. I'm just selective about the reality I accept.” Author: Bill Watterson By: Bill Watterson About: calvin-and-hobbes-reality Topic: calvin-and-hobbes-reality Theme: calvin-and-hobbes-reality
“The best and most beautiful things in the world cannot be seen or even touched. They must be felt with the heart”,Helen Keller,"['by-anne-sullivan', 'emotions', 'feelings']",Quote: “The best and most beautiful things in the world cannot be seen or even touched. They must be felt with the heart” Author: Helen Keller By: Helen Keller About: by-anne-sullivan Topic: by-anne-sullivan Theme: by-anne-sullivan About: emotions Topic: emotions Theme: emotions About: feelings Topic: feelings Theme: feelings love quotes
